Family_ID	Feature_Type	Size	Genome_Count	Genome_Percentage	Classification	Representative	Rep_Sequence_Length	Min_Length	Max_Length	Mean_Length	Sequence_Diversity	Length_Variance
FAM_P2348	P	6	6	100.0%	core	P3CQ	495	495	495	495.0	0.833	0.0
FAM_P2349	P	6	6	100.0%	core	P2F	1068	1068	1068	1068.0	0.833	0.0
FAM_P2350	P	6	6	100.0%	core	P3B	2391	2244	2391	2366.5	0.667	3601.5
FAM_P2351	P	6	6	100.0%	core	P3GA	345	345	345	345.0	0.667	0.0
FAM_P2352	P	6	6	100.0%	core	P3H6	261	261	261	261.0	0.667	0.0
FAM_P2353	P	6	6	100.0%	core	P44I	447	447	447	447.0	0.667	0.0
FAM_P2354	P	22	4	66.7%	accessory	P3YR	744	600	744	717.3	0.500	3204.8
FAM_P2355	P	6	6	100.0%	core	P476	600	600	600	600.0	0.667	0.0
FAM_P2356	P	4	4	66.7%	accessory	P482	654	654	654	654.0	0.750	0.0
FAM_P2357	P	4	4	66.7%	accessory	P4CI	1158	1158	1158	1158.0	0.500	0.0
FAM_P2358	P	6	6	100.0%	core	P4EA	2514	2514	2514	2514.0	0.667	0.0
FAM_P2359	P	6	6	100.0%	core	P4F6	1644	1644	1644	1644.0	0.833	0.0
FAM_P2360	P	6	6	100.0%	core	P4G2	1074	1074	1074	1074.0	0.833	0.0
FAM_P2361	P	12	2	33.3%	accessory	P4GY	168	168	519	253.5	0.500	19197.0
FAM_P2362	P	4	4	66.7%	accessory	P4LE	981	981	981	981.0	0.750	0.0
FAM_P2363	P	6	6	100.0%	core	P4MA	3744	3744	3744	3744.0	0.833	0.0
FAM_P2364	P	7	5	83.3%	accessory	P174	192	192	192	192.0	0.571	0.0
FAM_P2365	P	9	2	33.3%	accessory	P4HD	1662	1662	1662	1662.0	0.111	0.0
FAM_P2366	P	6	6	100.0%	core	P4OY	507	279	507	469.0	0.667	8664.0
FAM_P2367	P	6	6	100.0%	core	P4PU	1128	1116	1128	1126.0	0.667	24.0
FAM_P2368	P	6	6	100.0%	core	P4QQ	1053	1053	1053	1053.0	0.667	0.0
FAM_P2369	P	6	6	100.0%	core	P10L	564	564	564	564.0	0.667	0.0
FAM_P2370	P	21	4	66.7%	accessory	P3YU	600	600	600	600.0	0.524	0.0
FAM_P2371	P	11	6	100.0%	core	P12O	252	117	1002	503.2	0.636	120303.2
FAM_P2372	P	6	6	100.0%	core	P13O	2103	2103	2103	2103.0	0.667	0.0
FAM_P2373	P	6	6	100.0%	core	P14F	1011	1011	1011	1011.0	0.667	0.0
FAM_P2374	P	4	4	66.7%	accessory	P162	519	519	519	519.0	0.500	0.0
FAM_P2375	P	9	2	33.3%	accessory	P4HJ	447	447	447	447.0	0.333	0.0
FAM_P2376	P	6	6	100.0%	core	P17U	1389	1389	1389	1389.0	0.667	0.0
FAM_P2377	P	6	6	100.0%	core	P18O	621	621	621	621.0	0.833	0.0
FAM_P2378	P	6	6	100.0%	core	P19K	1149	1149	1149	1149.0	0.667	0.0
FAM_P2379	P	6	6	100.0%	core	P1AG	1152	1152	1152	1152.0	0.667	0.0
FAM_P2380	P	6	6	100.0%	core	P1BD	669	669	669	669.0	0.833	0.0
FAM_P2381	P	6	6	100.0%	core	P1C9	408	408	408	408.0	0.667	0.0
FAM_P2382	P	6	6	100.0%	core	P1D1	504	504	504	504.0	0.667	0.0
FAM_P2383	P	6	6	100.0%	core	P1DX	459	459	459	459.0	0.667	0.0
FAM_P2384	P	6	6	100.0%	core	P1ER	642	642	642	642.0	0.667	0.0
FAM_P2385	P	6	6	100.0%	core	P1FN	645	645	645	645.0	0.667	0.0
FAM_P2386	P	6	6	100.0%	core	P1HG	189	189	189	189.0	0.167	0.0
FAM_P2387	P	5	5	83.3%	accessory	P1IH	393	393	2148	1446.0	0.600	924007.5
FAM_P2388	P	6	6	100.0%	core	P1JA	777	777	777	777.0	0.833	0.0
FAM_P2389	P	6	6	100.0%	core	P1K6	1218	1218	1221	1218.5	0.833	1.5
FAM_P2390	P	6	5	83.3%	accessory	P1L5	441	441	1356	1133.5	0.833	143317.5
FAM_P2391	P	4	4	66.7%	accessory	P5J6	90	90	90	90.0	0.500	0.0
FAM_P2392	P	48	5	83.3%	accessory	P48M	888	192	888	833.6	0.271	27556.3
FAM_P2393	P	6	6	100.0%	core	P1MG	579	579	579	579.0	0.667	0.0
FAM_P2394	P	6	6	100.0%	core	P1N6	699	699	699	699.0	0.667	0.0
FAM_P2395	P	6	6	100.0%	core	P1O3	480	480	480	480.0	0.667	0.0
FAM_P2396	P	6	6	100.0%	core	P1PW	267	267	267	267.0	0.667	0.0
FAM_P2397	P	6	6	100.0%	core	P1QX	456	456	456	456.0	0.667	0.0
FAM_P2398	P	6	6	100.0%	core	P1RT	810	810	810	810.0	0.667	0.0
FAM_P2399	P	6	6	100.0%	core	P1TQ	372	372	372	372.0	0.667	0.0
FAM_P2400	P	6	6	100.0%	core	P1UN	870	870	870	870.0	0.667	0.0
FAM_P2401	P	6	6	100.0%	core	P1VS	864	864	864	864.0	0.667	0.0
FAM_P2402	P	6	6	100.0%	core	P1WO	516	516	516	516.0	0.667	0.0
FAM_P2403	P	6	6	100.0%	core	P1XG	804	804	804	804.0	0.667	0.0
FAM_P2404	P	6	6	100.0%	core	P1YB	732	732	732	732.0	0.667	0.0
FAM_P2405	P	6	6	100.0%	core	P1Z8	1071	1071	1071	1071.0	0.667	0.0
FAM_P2406	P	6	6	100.0%	core	P22L	2562	2463	2562	2545.5	0.833	1633.5
FAM_P2407	P	6	6	100.0%	core	P23I	1272	1272	1272	1272.0	0.833	0.0
FAM_P2408	P	6	6	100.0%	core	P249	546	546	546	546.0	0.667	0.0
FAM_P2409	P	6	6	100.0%	core	P255	876	876	876	876.0	0.667	0.0
FAM_P2410	P	5	5	83.3%	accessory	P26E	1386	1386	1386	1386.0	0.800	0.0
FAM_P2411	P	6	6	100.0%	core	P27B	1203	1203	1203	1203.0	0.667	0.0
FAM_P2412	P	6	6	100.0%	core	P2AL	828	828	828	828.0	0.667	0.0
FAM_P2413	P	6	6	100.0%	core	P2E4	270	270	270	270.0	0.333	0.0
FAM_P2414	P	6	6	100.0%	core	P2F0	576	576	576	576.0	0.667	0.0
FAM_P2415	P	6	6	100.0%	core	P2GZ	1182	1182	1182	1182.0	0.667	0.0
FAM_P2416	P	6	6	100.0%	core	P2J5	552	552	552	552.0	0.833	0.0
FAM_P2417	P	6	6	100.0%	core	P2K8	1209	1209	1209	1209.0	0.667	0.0
FAM_P2418	P	6	6	100.0%	core	P2L2	1599	1599	1599	1599.0	0.833	0.0
FAM_P2419	P	6	6	100.0%	core	P2CJ	366	366	369	366.5	0.667	1.5
FAM_P2420	P	6	6	100.0%	core	P2BN	624	624	624	624.0	0.667	0.0
FAM_P2421	P	10	6	100.0%	core	P29R	411	144	888	537.0	0.600	100048.0
FAM_P2422	P	6	6	100.0%	core	P28U	2136	2136	2136	2136.0	0.667	0.0
FAM_P2423	P	6	6	100.0%	core	P27Y	966	189	966	707.0	0.833	160994.4
FAM_P2424	P	6	6	100.0%	core	P272	267	267	267	267.0	0.500	0.0
FAM_P2425	P	6	6	100.0%	core	P266	756	756	756	756.0	0.667	0.0
FAM_P2426	P	6	6	100.0%	core	P25N	1230	1230	1230	1230.0	0.667	0.0
FAM_P2427	P	6	6	100.0%	core	P24R	444	444	444	444.0	0.667	0.0
FAM_P2428	P	6	6	100.0%	core	P23V	1299	1299	1299	1299.0	0.667	0.0
FAM_P2429	P	6	6	100.0%	core	P224	471	468	471	470.5	0.667	1.5
FAM_P2430	P	6	6	100.0%	core	P216	993	993	993	993.0	0.667	0.0
SING_PK5D	P	1	1	16.7%	accessory	PK5D	624	624	624	624.0	1.000	0.0
FAM_P2431	P	6	6	100.0%	core	P1ZC	483	483	483	483.0	0.667	0.0
FAM_P2432	P	6	6	100.0%	core	P1YG	1800	1800	1800	1800.0	0.667	0.0
FAM_P2433	P	5	5	83.3%	accessory	P1XL	1362	1362	1362	1362.0	0.600	0.0
FAM_P2434	P	6	6	100.0%	core	P1WP	540	540	540	540.0	0.667	0.0
FAM_P2435	P	6	6	100.0%	core	P1VT	714	714	714	714.0	0.667	0.0
FAM_P2436	P	6	6	100.0%	core	P1UO	900	900	903	900.5	0.667	1.5
FAM_P2437	P	7	6	100.0%	core	P1SU	1338	219	1338	1018.3	0.714	298133.6
FAM_P2438	P	6	6	100.0%	core	P1RU	825	825	825	825.0	0.667	0.0
FAM_P2439	P	6	6	100.0%	core	P1QY	1203	1203	1203	1203.0	0.667	0.0
FAM_P2440	P	6	6	100.0%	core	P1P6	1131	1131	1131	1131.0	0.667	0.0
FAM_P2441	P	6	6	100.0%	core	P1KN	660	660	660	660.0	0.667	0.0
FAM_P2442	P	6	6	100.0%	core	P1HW	783	783	783	783.0	0.833	0.0
FAM_P2443	P	6	6	100.0%	core	P1G5	1515	1515	1515	1515.0	0.667	0.0
SING_PKPT	P	1	1	16.7%	accessory	PKPT	555	555	555	555.0	1.000	0.0
FAM_P2444	P	6	6	100.0%	core	P1EO	357	357	357	357.0	0.667	0.0
FAM_P2445	P	6	6	100.0%	core	P137	537	537	537	537.0	0.667	0.0
FAM_P2446	P	6	6	100.0%	core	P4Q1	807	807	807	807.0	0.667	0.0
FAM_P2447	P	6	6	100.0%	core	P4P1	807	807	807	807.0	0.667	0.0
FAM_P2448	P	4	4	66.7%	accessory	P4ME	567	567	567	567.0	0.500	0.0
FAM_P2449	P	4	4	66.7%	accessory	P9HU	1920	1920	1920	1920.0	0.750	0.0
FAM_P2450	P	6	6	100.0%	core	P4IU	1371	1371	1371	1371.0	0.667	0.0
FAM_P2451	P	6	6	100.0%	core	P4EQ	585	585	585	585.0	0.667	0.0
FAM_P2452	P	6	6	100.0%	core	P4DU	939	939	939	939.0	0.667	0.0
FAM_P2453	P	6	6	100.0%	core	P477	306	306	306	306.0	0.667	0.0
FAM_P2454	P	6	6	100.0%	core	P44N	318	318	318	318.0	0.500	0.0
FAM_P2455	P	6	6	100.0%	core	P43Q	792	792	795	792.5	0.667	1.5
FAM_P2456	P	6	6	100.0%	core	P421	1002	1002	1002	1002.0	0.667	0.0
FAM_P2457	P	3	2	33.3%	accessory	P9W9	834	834	834	834.0	0.667	0.0
FAM_P2458	P	3	3	50.0%	accessory	PHQT	450	450	450	450.0	1.000	0.0
FAM_P2459	P	6	6	100.0%	core	P3WG	1167	1167	1167	1167.0	0.667	0.0
FAM_P2460	P	6	6	100.0%	core	P3UU	741	741	741	741.0	0.667	0.0
FAM_P2461	P	6	6	100.0%	core	P3T2	957	957	957	957.0	0.667	0.0
FAM_P2462	P	6	6	100.0%	core	P3RM	1260	1260	1260	1260.0	0.667	0.0
FAM_P2463	P	6	6	100.0%	core	P3QI	933	933	933	933.0	0.667	0.0
FAM_P2464	P	6	6	100.0%	core	P3OP	1863	1863	1863	1863.0	0.667	0.0
FAM_P2465	P	6	6	100.0%	core	P3NN	810	810	810	810.0	0.667	0.0
FAM_P2466	P	5	5	83.3%	accessory	P3MQ	945	945	945	945.0	0.600	0.0
FAM_P2467	P	8	6	100.0%	core	P3LN	261	261	933	709.5	0.750	86016.9
SING_PLY9	P	1	1	16.7%	accessory	PLY9	1212	1212	1212	1212.0	1.000	0.0
FAM_P2468	P	6	6	100.0%	core	P3IQ	2445	2445	2445	2445.0	0.667	0.0
FAM_P2469	P	3	3	50.0%	accessory	P4F	744	744	813	790.0	1.000	1587.0
FAM_P2470	P	6	6	100.0%	core	P3FM	897	885	933	903.0	0.667	259.2
FAM_P2471	P	6	6	100.0%	core	P2N	2706	2706	2706	2706.0	0.667	0.0
FAM_P2472	P	6	6	100.0%	core	P1R	765	765	765	765.0	0.667	0.0
FAM_P2473	P	6	6	100.0%	core	P3CW	3222	3219	3222	3221.5	0.833	1.5
SING_PI98	P	1	1	16.7%	accessory	PI98	606	606	606	606.0	1.000	0.0
FAM_P2474	P	4	3	50.0%	accessory	P7C5	828	150	828	621.0	0.750	103596.0
SING_PING	P	1	1	16.7%	accessory	PING	1116	1116	1116	1116.0	1.000	0.0
FAM_P2475	P	2	2	33.3%	accessory	PIZ0	450	450	561	505.5	1.000	6160.5
SING_PJ4C	P	1	1	16.7%	accessory	PJ4C	855	855	855	855.0	1.000	0.0
SING_PJ64	P	1	1	16.7%	accessory	PJ64	948	948	948	948.0	1.000	0.0
FAM_P2476	P	2	2	33.3%	accessory	PB4R	1851	297	1851	1074.0	1.000	1207458.0
SING_PJ8S	P	1	1	16.7%	accessory	PJ8S	192	192	192	192.0	1.000	0.0
SING_PJ9O	P	1	1	16.7%	accessory	PJ9O	360	360	360	360.0	1.000	0.0
SING_PJAK	P	1	1	16.7%	accessory	PJAK	1257	1257	1257	1257.0	1.000	0.0
SING_PJBG	P	1	1	16.7%	accessory	PJBG	189	189	189	189.0	1.000	0.0
FAM_P2477	P	6	6	100.0%	core	P2MW	1068	1068	1068	1068.0	0.833	0.0
FAM_P2478	P	3	3	50.0%	accessory	P2IF	1482	1482	1482	1482.0	0.667	0.0
FAM_P2479	P	5	5	83.3%	accessory	P2D4	336	336	336	336.0	0.600	0.0
FAM_P2480	P	6	6	100.0%	core	P2C8	1413	1413	1413	1413.0	0.667	0.0
FAM_P2481	P	6	6	100.0%	core	P2BC	618	618	618	618.0	0.667	0.0
FAM_P2482	P	6	6	100.0%	core	P2AE	393	393	393	393.0	0.500	0.0
FAM_P2483	P	6	6	100.0%	core	P29I	249	249	249	249.0	0.667	0.0
SING_PJZG	P	1	1	16.7%	accessory	PJZG	294	294	294	294.0	1.000	0.0
FAM_P2484	P	3	3	50.0%	accessory	P22P	1167	1167	1263	1231.0	1.000	3072.0
FAM_P2485	P	6	6	100.0%	core	P20V	525	519	525	523.0	0.667	9.6
FAM_P2486	P	6	6	100.0%	core	P1Z1	2574	2574	2574	2574.0	0.667	0.0
FAM_P2487	P	6	6	100.0%	core	P1Y5	1557	1557	1557	1557.0	0.667	0.0
FAM_P2488	P	6	6	100.0%	core	P1WE	747	747	747	747.0	0.500	0.0
FAM_P2489	P	6	6	100.0%	core	P1VI	1044	999	1044	1036.5	0.667	337.5
FAM_P2490	P	6	6	100.0%	core	P1UD	1017	1017	1017	1017.0	0.667	0.0
FAM_P2491	P	6	6	100.0%	core	P1RJ	660	660	660	660.0	0.667	0.0
FAM_P2492	P	6	6	100.0%	core	P1QN	1803	1803	1803	1803.0	0.667	0.0
FAM_P2493	P	6	6	100.0%	core	P1PR	1983	1983	1983	1983.0	0.667	0.0
FAM_P2494	P	4	4	66.7%	accessory	P1OV	1185	1185	1185	1185.0	0.750	0.0
FAM_P2495	P	6	6	100.0%	core	P1NZ	648	648	648	648.0	0.833	0.0
FAM_P2496	P	6	6	100.0%	core	P1N3	1089	1089	1089	1089.0	0.667	0.0
FAM_P2497	P	2	2	33.3%	accessory	P5ZG	303	303	303	303.0	0.500	0.0
FAM_P2498	P	2	2	33.3%	accessory	P698	1302	1302	1302	1302.0	0.500	0.0
FAM_P2499	P	6	6	100.0%	core	P2GD	594	594	594	594.0	0.667	0.0
FAM_P2500	P	6	6	100.0%	core	P2NW	972	972	972	972.0	0.667	0.0
FAM_P2501	P	4	4	66.7%	accessory	P2PP	741	741	741	741.0	0.750	0.0
FAM_P2502	P	6	6	100.0%	core	P2QL	960	960	960	960.0	0.667	0.0
FAM_P2503	P	6	6	100.0%	core	P2RW	294	294	294	294.0	0.833	0.0
FAM_P2504	P	6	6	100.0%	core	P2TP	891	891	891	891.0	0.667	0.0
FAM_P2505	P	6	6	100.0%	core	P2ZG	2502	2502	2502	2502.0	0.833	0.0
FAM_P2506	P	6	6	100.0%	core	P30A	498	498	498	498.0	0.333	0.0
FAM_P2507	P	6	6	100.0%	core	P317	3684	3684	3684	3684.0	0.833	0.0
FAM_P2508	P	2	2	33.3%	accessory	P74C	1326	1326	1332	1329.0	1.000	18.0
FAM_P2509	P	3	3	50.0%	accessory	P764	360	360	504	408.0	0.667	6912.0
FAM_P2510	P	2	2	33.3%	accessory	P770	708	708	708	708.0	0.500	0.0
FAM_P2511	P	3	3	50.0%	accessory	P7FW	741	741	741	741.0	0.667	0.0
SING_P7JG	P	1	1	16.7%	accessory	P7JG	1221	1221	1221	1221.0	1.000	0.0
FAM_P2512	P	2	2	33.3%	accessory	P7M4	144	144	144	144.0	1.000	0.0
SING_P7NW	P	1	1	16.7%	accessory	P7NW	1065	1065	1065	1065.0	1.000	0.0
SING_P830	P	1	1	16.7%	accessory	P830	1230	1230	1230	1230.0	1.000	0.0
SING_P87G	P	1	1	16.7%	accessory	P87G	2646	2646	2646	2646.0	1.000	0.0
FAM_P2513	P	3	2	33.3%	accessory	P9WL	867	855	867	859.0	0.667	48.0
FAM_P2514	P	6	6	100.0%	core	P40D	1593	1593	1596	1593.5	0.667	1.5
FAM_P2515	P	6	6	100.0%	core	P3ZH	957	957	957	957.0	0.667	0.0
FAM_P2516	P	7	5	83.3%	accessory	P3UI	588	156	978	631.7	0.571	136028.6
FAM_P2517	P	6	6	100.0%	core	P3H3	2142	2142	2142	2142.0	0.833	0.0
FAM_P2518	P	6	6	100.0%	core	P39	309	309	309	309.0	0.667	0.0
FAM_P2519	P	6	6	100.0%	core	P2D	1317	1317	1317	1317.0	0.667	0.0
FAM_P2520	P	6	6	100.0%	core	P1G	2355	2355	2355	2355.0	0.667	0.0
SING_PM97	P	1	1	16.7%	accessory	PM97	3207	3207	3207	3207.0	1.000	0.0
FAM_P2521	P	6	6	100.0%	core	P30G	771	771	771	771.0	0.667	0.0
FAM_P2522	P	6	6	100.0%	core	P2ZK	879	879	879	879.0	0.667	0.0
SING_PMRV	P	1	1	16.7%	accessory	PMRV	333	333	333	333.0	1.000	0.0
FAM_P2523	P	3	3	50.0%	accessory	PB74	201	201	201	201.0	0.333	0.0
SING_PMUJ	P	1	1	16.7%	accessory	PMUJ	852	852	852	852.0	1.000	0.0
FAM_P2524	P	2	1	16.7%	accessory	PMSO	615	615	615	615.0	0.500	0.0
FAM_P2525	P	6	6	100.0%	core	P18	531	531	531	531.0	0.667	0.0
FAM_P2526	P	6	6	100.0%	core	P24	492	492	492	492.0	0.667	0.0
FAM_P2527	P	6	6	100.0%	core	P3FZ	456	456	456	456.0	0.500	0.0
FAM_P2528	P	6	6	100.0%	core	P3GU	2433	2433	2433	2433.0	0.667	0.0
FAM_P2529	P	6	6	100.0%	core	P3HQ	723	723	723	723.0	0.667	0.0
SING_P7G	P	1	1	16.7%	accessory	P7G	759	759	759	759.0	1.000	0.0
FAM_P2530	P	6	6	100.0%	core	P3O6	582	582	582	582.0	0.667	0.0
FAM_P2531	P	6	6	100.0%	core	P3WU	1569	1569	1569	1569.0	0.667	0.0
SING_P9JI	P	1	1	16.7%	accessory	P9JI	579	579	579	579.0	1.000	0.0
SING_P9KE	P	1	1	16.7%	accessory	P9KE	189	189	189	189.0	1.000	0.0
FAM_P2532	P	7	6	100.0%	core	P2DC	861	267	861	776.1	0.714	50405.1
FAM_P2533	P	12	6	100.0%	core	P49V	108	108	180	166.0	0.583	741.8
SING_P9VY	P	1	1	16.7%	accessory	P9VY	579	579	579	579.0	1.000	0.0
SING_P9WU	P	1	1	16.7%	accessory	P9WU	1029	1029	1029	1029.0	1.000	0.0
FAM_P2534	P	6	6	100.0%	core	P3GX	456	456	456	456.0	0.500	0.0
SING_PAI6	P	1	1	16.7%	accessory	PAI6	333	333	333	333.0	1.000	0.0
SING_PAJY	P	1	1	16.7%	accessory	PAJY	1935	1935	1935	1935.0	1.000	0.0
SING_PAKU	P	1	1	16.7%	accessory	PAKU	1764	1764	1764	1764.0	1.000	0.0
SING_PALQ	P	1	1	16.7%	accessory	PALQ	258	258	258	258.0	1.000	0.0
SING_PAMM	P	1	1	16.7%	accessory	PAMM	1473	1473	1473	1473.0	1.000	0.0
SING_PANI	P	1	1	16.7%	accessory	PANI	231	231	231	231.0	1.000	0.0
SING_PAUM	P	1	1	16.7%	accessory	PAUM	558	558	558	558.0	1.000	0.0
SING_PB5A	P	1	1	16.7%	accessory	PB5A	228	228	228	228.0	1.000	0.0
SING_PB66	P	1	1	16.7%	accessory	PB66	819	819	819	819.0	1.000	0.0
FAM_P2535	P	5	5	83.3%	accessory	P26Q	489	270	489	401.4	0.600	14388.3
FAM_P2536	P	3	3	50.0%	accessory	P22O	909	909	909	909.0	1.000	0.0
FAM_P2537	P	2	2	33.3%	accessory	P8D5	1836	924	1836	1380.0	1.000	415872.0
FAM_P2538	P	6	6	100.0%	core	P1X9	1851	1851	1851	1851.0	0.667	0.0
FAM_P2539	P	6	6	100.0%	core	P1WD	360	360	360	360.0	0.667	0.0
FAM_P2540	P	6	6	100.0%	core	P1VH	2004	2004	2004	2004.0	0.667	0.0
FAM_P2541	P	6	6	100.0%	core	P1UC	834	834	834	834.0	0.667	0.0
FAM_P2542	P	6	6	100.0%	core	P1RI	915	915	915	915.0	0.667	0.0
FAM_P2543	P	6	6	100.0%	core	P1QM	501	501	501	501.0	0.667	0.0
FAM_P2544	P	6	6	100.0%	core	P1PQ	969	969	969	969.0	0.667	0.0
FAM_P2545	P	6	6	100.0%	core	P1NX	2511	204	2592	2180.5	0.833	938622.3
FAM_P2546	P	6	6	100.0%	core	P1N2	858	858	858	858.0	0.500	0.0
FAM_P2547	P	6	6	100.0%	core	P1M6	732	648	732	704.0	0.667	1881.6
SING_PKOD	P	1	1	16.7%	accessory	PKOD	1461	1461	1461	1461.0	1.000	0.0
FAM_P2548	P	6	6	100.0%	core	P1F8	1773	1773	1773	1773.0	0.667	0.0
FAM_P2549	P	6	6	100.0%	core	P1DH	1116	1116	1116	1116.0	0.667	0.0
FAM_P2550	P	6	6	100.0%	core	P1CL	981	981	981	981.0	0.667	0.0
FAM_P2551	P	3	2	33.3%	accessory	P9WO	234	234	234	234.0	0.667	0.0
FAM_P2552	P	4	4	66.7%	accessory	PA07	375	375	1062	718.5	0.750	157323.0
FAM_P2553	P	6	6	100.0%	core	P3NC	624	624	624	624.0	0.500	0.0
FAM_P2554	P	6	6	100.0%	core	P3H1	3483	3483	3483	3483.0	0.833	0.0
FAM_P2555	P	6	6	100.0%	core	P3G6	891	891	891	891.0	0.667	0.0
FAM_P2556	P	6	6	100.0%	core	P37	795	795	795	795.0	0.667	0.0
FAM_P2557	P	6	6	100.0%	core	P2B	1359	1359	1359	1359.0	0.667	0.0
FAM_P2558	P	6	6	100.0%	core	P1E	990	990	990	990.0	0.833	0.0
SING_PM8D	P	1	1	16.7%	accessory	PM8D	1089	1089	1089	1089.0	1.000	0.0
SING_PM99	P	1	1	16.7%	accessory	PM99	2481	2481	2481	2481.0	1.000	0.0
FAM_P2559	P	6	6	100.0%	core	P227	543	543	543	543.0	0.667	0.0
FAM_P2560	P	6	6	100.0%	core	P235	1038	1038	1038	1038.0	0.667	0.0
FAM_P2561	P	6	6	100.0%	core	P26W	882	882	882	882.0	0.833	0.0
FAM_P2562	P	8	3	50.0%	accessory	P69G	345	312	345	321.0	0.375	221.1
FAM_P2563	P	6	6	100.0%	core	P2AD	483	483	483	483.0	0.667	0.0
FAM_P2564	P	6	6	100.0%	core	P2B9	1239	1239	1239	1239.0	0.667	0.0
FAM_P2565	P	6	6	100.0%	core	P2C5	1245	1245	1245	1245.0	0.667	0.0
FAM_P2566	P	6	6	100.0%	core	P2D0	891	891	891	891.0	0.667	0.0
FAM_P2567	P	6	6	100.0%	core	P2K3	678	678	678	678.0	0.667	0.0
FAM_P2568	P	6	6	100.0%	core	P2KZ	2706	2706	2706	2706.0	0.833	0.0
FAM_P2569	P	6	6	100.0%	core	P2LR	1743	1734	1746	1743.0	0.833	21.6
FAM_P2570	P	6	6	100.0%	core	P2NI	576	576	576	576.0	0.667	0.0
FAM_P2571	P	2	2	33.3%	accessory	P6SI	279	279	279	279.0	0.500	0.0
FAM_P2572	P	2	2	33.3%	accessory	P6TE	654	654	654	654.0	0.500	0.0
FAM_P2573	P	4	4	66.7%	accessory	P32M	1293	1293	1293	1293.0	0.750	0.0
FAM_P2574	P	6	6	100.0%	core	P35B	3324	3324	3324	3324.0	0.833	0.0
FAM_P2575	P	6	6	100.0%	core	P367	306	306	306	306.0	0.833	0.0
FAM_P2576	P	6	6	100.0%	core	P372	531	531	531	531.0	0.667	0.0
FAM_P2577	P	6	6	100.0%	core	P37Y	1083	1083	1083	1083.0	0.833	0.0
FAM_P2578	P	2	2	33.3%	accessory	P3FP	1110	1110	1110	1110.0	0.500	0.0
FAM_P2579	P	2	2	33.3%	accessory	P3K5	324	324	324	324.0	0.500	0.0
FAM_P2580	P	2	2	33.3%	accessory	P3YC	2103	2103	2103	2103.0	0.500	0.0
FAM_P2581	P	3	3	50.0%	accessory	P41W	291	291	1770	784.0	0.667	729147.0
FAM_P2582	P	2	2	33.3%	accessory	P45G	819	819	819	819.0	0.500	0.0
FAM_P2583	P	7	5	83.3%	accessory	P479	900	249	1257	852.9	0.714	192251.1
FAM_P2584	P	2	2	33.3%	accessory	P485	147	147	147	147.0	0.500	0.0
FAM_P2585	P	2	2	33.3%	accessory	P491	1008	1008	1008	1008.0	0.500	0.0
FAM_P2586	P	2	2	33.3%	accessory	P4AT	3813	3813	3813	3813.0	0.500	0.0
FAM_P2587	P	2	2	33.3%	accessory	P4BP	1620	1620	1620	1620.0	0.500	0.0
FAM_P2588	P	6	6	100.0%	core	P1T	1611	1611	1611	1611.0	0.667	0.0
FAM_P2589	P	6	6	100.0%	core	P2P	198	198	198	198.0	0.500	0.0
FAM_P2590	P	6	6	100.0%	core	P3FO	795	795	795	795.0	0.667	0.0
FAM_P2591	P	6	6	100.0%	core	P3HF	816	816	816	816.0	0.667	0.0
FAM_P2592	P	6	6	100.0%	core	P3KN	588	588	618	593.0	0.667	150.0
FAM_P2593	P	6	6	100.0%	core	P3M5	633	633	633	633.0	0.667	0.0
FAM_P2594	P	3	3	50.0%	accessory	PA7Q	183	120	183	161.0	1.000	1263.0
FAM_P2595	P	6	6	100.0%	core	P3OU	912	912	912	912.0	0.667	0.0
FAM_P2596	P	6	6	100.0%	core	P3PQ	471	471	471	471.0	0.667	0.0
FAM_P2597	P	6	6	100.0%	core	P3QW	678	678	678	678.0	0.833	0.0
FAM_P2598	P	6	6	100.0%	core	P3RR	723	723	723	723.0	0.667	0.0
FAM_P2599	P	23	6	100.0%	core	P118	300	234	468	440.5	0.565	4426.9
FAM_P2600	P	6	6	100.0%	core	P3SV	219	219	219	219.0	0.667	0.0
FAM_P2601	P	6	6	100.0%	core	P3TR	909	909	909	909.0	0.667	0.0
FAM_P2602	P	5	5	83.3%	accessory	P3UN	708	708	708	708.0	0.600	0.0
FAM_P2603	P	3	3	50.0%	accessory	PHTW	651	210	651	504.0	1.000	64827.0
FAM_P2604	P	6	6	100.0%	core	P3WA	405	405	405	405.0	0.667	0.0
FAM_P2605	P	6	6	100.0%	core	P3XF	1473	1473	1473	1473.0	0.667	0.0
FAM_P2606	P	6	6	100.0%	core	P3ZL	1107	1107	1107	1107.0	0.667	0.0
FAM_P2607	P	6	6	100.0%	core	P40I	900	900	900	900.0	0.667	0.0
FAM_P2608	P	6	6	100.0%	core	P41H	954	876	954	941.0	0.667	1014.0
FAM_P2609	P	6	6	100.0%	core	P42J	495	495	495	495.0	0.667	0.0
FAM_P2610	P	6	6	100.0%	core	P43D	786	786	786	786.0	0.667	0.0
FAM_P2611	P	6	6	100.0%	core	P44A	168	168	168	168.0	0.333	0.0
FAM_P2612	P	4	4	66.7%	accessory	P46W	747	747	747	747.0	0.500	0.0
FAM_P2613	P	6	6	100.0%	core	P4EC	375	375	375	375.0	0.667	0.0
FAM_P2614	P	6	6	100.0%	core	P4F8	3186	3186	3186	3186.0	0.833	0.0
