Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences
SING_PAUB,1_4344,hypothetical protein,1,1
SING_PAZN,1_4536,hypothetical protein,1,1
SING_PB1F,1_4600,hypothetical protein,1,1
SING_PB4Z,2_12,hypothetical protein,1,1
FAM_P3200,1_1719,hypothetical protein,3,5
FAM_P3201,1_1499,hypothetical protein,6,6
FAM_P3202,1_1468,hypothetical protein,6,6
FAM_P3203,1_1550,hypothetical protein,4,4
FAM_P3204,1_1583,hypothetical protein,6,6
FAM_P3205,1_1613,hypothetical protein,6,6
FAM_P3206,1_1645,hypothetical protein,6,6
FAM_P3207,1_1677,hypothetical protein,6,6
FAM_P3208,1_1710,hypothetical protein,6,6
FAM_P3209,1_1742,hypothetical protein,6,6
FAM_P3210,1_1770,hypothetical protein,6,6
FAM_P3211,1_1831,hypothetical protein,6,6
FAM_P3212,1_1863,hypothetical protein,6,6
FAM_P3213,1_2600,hypothetical protein,3,3
FAM_P3214,1_1929,hypothetical protein,6,6
FAM_P3215,1_1084,hypothetical protein,3,6
FAM_P3216,1_1458,hypothetical protein,3,9
FAM_P3217,1_1994,hypothetical protein,6,6
FAM_P3218,1_2026,hypothetical protein,6,6
FAM_P3219,1_2062,hypothetical protein,5,5
FAM_P3220,1_2088,hypothetical protein,6,6
FAM_P3221,1_1530,hypothetical protein,5,24
FAM_P3222,1_2139,hypothetical protein,6,6
FAM_P3223,1_2172,hypothetical protein,6,6
FAM_P3224,1_2206,hypothetical protein,6,6
FAM_P3225,1_2236,hypothetical protein,6,6
FAM_P3226,1_2374,hypothetical protein,6,6
FAM_P3227,1_2416,hypothetical protein,6,6
FAM_P3228,1_2448,hypothetical protein,5,5
FAM_P3229,1_2480,hypothetical protein,6,6
FAM_P3230,1_2508,hypothetical protein,5,5
FAM_P3231,1_2572,hypothetical protein,6,6
FAM_P3232,1_2629,hypothetical protein,6,6
FAM_P3233,1_2695,hypothetical protein,6,6
FAM_P3234,1_2724,hypothetical protein,6,6
FAM_P3235,1_2753,hypothetical protein,6,6
FAM_P3236,1_2830,hypothetical protein,5,5
FAM_P3237,1_2864,hypothetical protein,6,6
FAM_P3238,1_2889,hypothetical protein,6,6
FAM_P3239,1_2954,hypothetical protein,6,6
FAM_P3240,1_2981,hypothetical protein,5,5
FAM_P3241,1_3019,hypothetical protein,6,6
FAM_P3242,1_3051,hypothetical protein,6,6
FAM_P3243,1_3085,hypothetical protein,6,6
FAM_P3244,1_3117,hypothetical protein,6,6
FAM_P3245,1_3156,hypothetical protein,6,6
FAM_P3246,1_3188,hypothetical protein,6,6
FAM_P3247,1_3220,hypothetical protein,6,6
FAM_P3248,1_3265,hypothetical protein,6,6
FAM_P3249,1_3337,hypothetical protein,6,6
FAM_P3250,1_3408,hypothetical protein,6,6
FAM_P3251,1_3436,hypothetical protein,6,6
FAM_P3252,1_3463,hypothetical protein,6,6
FAM_P3253,1_3488,hypothetical protein,6,6
FAM_P3254,1_3531,hypothetical protein,6,6
FAM_P3255,1_4473,hypothetical protein,3,6
FAM_P3256,1_3640,hypothetical protein,6,6
FAM_P3257,1_3668,hypothetical protein,6,6
FAM_P3258,1_3700,hypothetical protein,6,6
FAM_P3259,1_3732,hypothetical protein,6,6
FAM_P3260,1_3762,hypothetical protein,6,6
FAM_P3261,1_3794,hypothetical protein,5,5
FAM_P3262,1_3823,hypothetical protein,6,6
FAM_P3263,1_3852,hypothetical protein,6,6
FAM_P3264,1_3910,hypothetical protein,6,6
FAM_P3265,1_3936,hypothetical protein,6,6
FAM_P3266,1_3972,hypothetical protein,6,6
FAM_P3267,1_4101,hypothetical protein,6,6
FAM_P3268,1_4132,hypothetical protein,4,4
FAM_P3269,1_4164,hypothetical protein,5,5
FAM_P3270,1_5199,hypothetical protein,3,3
FAM_P3271,1_4282,hypothetical protein,6,6
FAM_P3272,1_4314,hypothetical protein,6,6
FAM_P3273,1_28,hypothetical protein,6,6
FAM_P3274,1_56,hypothetical protein,6,6
FAM_P3275,1_88,hypothetical protein,6,6
FAM_P3276,1_120,hypothetical protein,6,6
FAM_P3277,1_156,hypothetical protein,6,6
FAM_P3278,1_188,hypothetical protein,6,6
FAM_P3279,1_220,hypothetical protein,4,4
FAM_P3280,1_252,hypothetical protein,6,6
FAM_P3281,1_316,hypothetical protein,6,6
FAM_P3282,1_380,hypothetical protein,6,6
FAM_P3283,1_412,hypothetical protein,6,6
FAM_P3284,1_444,hypothetical protein,6,6
FAM_P3285,1_476,hypothetical protein,6,6
FAM_P3286,1_508,hypothetical protein,6,6
FAM_P3287,1_540,hypothetical protein,6,6
FAM_P3288,1_572,hypothetical protein,6,6
FAM_P3289,1_635,hypothetical protein,6,6
FAM_P3290,1_699,hypothetical protein,6,6
FAM_P3291,1_763,hypothetical protein,6,6
FAM_P3292,1_795,hypothetical protein,2,4
FAM_P3293,1_859,hypothetical protein,6,6
FAM_P3294,1_891,hypothetical protein,6,6
FAM_P3295,1_955,hypothetical protein,6,6
FAM_P3296,1_1116,hypothetical protein,6,6
FAM_P3297,1_1148,hypothetical protein,4,6
FAM_P3298,1_1212,hypothetical protein,2,4
FAM_P3299,1_1308,hypothetical protein,4,4
FAM_P3300,1_1340,hypothetical protein,3,3
FAM_P3301,1_1404,hypothetical protein,6,6
FAM_P3302,1_1436,hypothetical protein,6,6
FAM_P3303,1_1660,hypothetical protein,6,6
FAM_P3304,1_1788,hypothetical protein,6,6
FAM_P3305,1_1820,hypothetical protein,6,6
FAM_P3306,3_34,hypothetical protein,2,2
FAM_P3307,1_4539,hypothetical protein,3,5
SING_PFGJ,1_96,hypothetical protein,1,1
SING_PFIB,1_160,hypothetical protein,1,1
FAM_P3308,1_3391,hypothetical protein,6,6
FAM_P3309,1_3244,hypothetical protein,6,6
SING_PG9V,1_1152,hypothetical protein,1,1
FAM_P3310,1_2439,hypothetical protein,6,6
FAM_P3311,1_2095,hypothetical protein,6,6
SING_PGQR,1_1760,hypothetical protein,1,1
SING_PGRN,1_1792,hypothetical protein,1,1
FAM_P3312,1_1792,hypothetical protein,3,3
FAM_P3313,1_1756,hypothetical protein,6,6
FAM_P3314,1_1690,hypothetical protein,6,6
FAM_P3315,1_1559,hypothetical protein,6,6
FAM_P3316,1_1339,hypothetical protein,4,6
FAM_P3317,1_1807,hypothetical protein,6,6
SING_PHER,1_2624,hypothetical protein,1,1
SING_PHNN,1_2944,hypothetical protein,1,1
FAM_P3318,1_872,hypothetical protein,6,6
SING_PHSZ,1_3136,hypothetical protein,1,1
SING_PHXF,1_3296,hypothetical protein,1,1
SING_PIN7,1_4224,hypothetical protein,1,1
FAM_P3319,1_3834,hypothetical protein,6,6
SING_PIUB,1_4480,hypothetical protein,1,1
SING_PIW3,1_4544,hypothetical protein,1,1
FAM_P3320,1_1313,hypothetical protein,4,4
SING_PIZN,2_107,hypothetical protein,1,1
FAM_P3321,2_171,hypothetical protein,2,2
FAM_P3322,1_1065,hypothetical protein,2,4
FAM_P3323,2_235,hypothetical protein,2,2
FAM_P3324,2_88,hypothetical protein,3,5
FAM_P3325,1_2648,hypothetical protein,2,2
SING_PJ8J,4_1,hypothetical protein,1,1
SING_PJ9F,4_33,hypothetical protein,1,1
SING_PJAB,4_65,hypothetical protein,1,1
SING_PJB7,4_97,hypothetical protein,1,1
FAM_P3326,1_3636,hypothetical protein,6,6
FAM_P3327,1_3480,hypothetical protein,6,6
FAM_P3328,1_3450,hypothetical protein,6,6
SING_PJIB,1_227,hypothetical protein,1,1
FAM_P3329,1_3360,hypothetical protein,6,6
FAM_P3330,1_3328,hypothetical protein,6,6
FAM_P3331,1_3264,hypothetical protein,3,3
FAM_P3332,1_3135,hypothetical protein,6,6
FAM_P3333,1_3103,hypothetical protein,6,6
FAM_P3334,1_2975,hypothetical protein,6,6
FAM_P3335,1_2908,hypothetical protein,6,6
FAM_P3336,1_2876,hypothetical protein,6,6
FAM_P3337,1_2844,hypothetical protein,6,6
FAM_P3338,1_2363,hypothetical protein,2,8
FAM_P3339,1_2793,hypothetical protein,6,6
FAM_P3340,1_2761,hypothetical protein,6,6
FAM_P3341,1_2729,hypothetical protein,3,3
FAM_P3342,1_2698,hypothetical protein,6,6
FAM_P3343,1_2632,hypothetical protein,6,6
FAM_P3344,1_1094,hypothetical protein,2,2
FAM_P3345,1_2566,hypothetical protein,6,6
FAM_P3346,1_2534,hypothetical protein,6,6
FAM_P3347,1_2503,hypothetical protein,6,6
FAM_P3348,1_2232,hypothetical protein,6,6
FAM_P3349,1_2168,hypothetical protein,6,6
FAM_P3350,1_2135,hypothetical protein,6,6
FAM_P3351,1_2037,hypothetical protein,3,3
SING_PKLF,1_1635,hypothetical protein,1,1
FAM_P3352,1_1968,hypothetical protein,6,11
FAM_P3353,1_1875,hypothetical protein,6,6
SING_PKPV,1_1795,hypothetical protein,1,1
FAM_P3354,1_1822,hypothetical protein,6,6
FAM_P3355,1_1791,hypothetical protein,6,6
FAM_P3356,1_1759,hypothetical protein,6,6
FAM_P3357,1_1695,hypothetical protein,6,6
FAM_P3358,1_1663,hypothetical protein,6,6
FAM_P3359,1_1599,hypothetical protein,6,6
FAM_P3360,1_1502,hypothetical protein,6,6
FAM_P3361,1_1439,hypothetical protein,6,8
FAM_P3362,1_1833,hypothetical protein,6,6
FAM_P3363,1_1669,hypothetical protein,6,6
FAM_P3364,1_1640,hypothetical protein,6,6
FAM_P3365,1_2675,hypothetical protein,3,3
FAM_P3366,1_1541,hypothetical protein,6,6
FAM_P3367,1_1425,hypothetical protein,6,6
FAM_P3368,1_1393,hypothetical protein,6,6
FAM_P3369,1_1030,hypothetical protein,6,6
FAM_P3370,1_997,hypothetical protein,6,6
FAM_P3371,1_2947,hypothetical protein,3,3
FAM_P3372,1_936,hypothetical protein,6,6
FAM_P3373,1_3120,hypothetical protein,2,3
FAM_P3374,1_887,hypothetical protein,6,8
FAM_P3375,1_854,hypothetical protein,6,6
FAM_P3376,1_776,hypothetical protein,6,6
FAM_P3377,1_677,hypothetical protein,6,6
FAM_P3378,1_613,hypothetical protein,6,6
FAM_P3379,1_561,hypothetical protein,6,6
FAM_P3380,1_488,hypothetical protein,6,6
FAM_P3381,1_455,hypothetical protein,6,6
FAM_P3382,1_385,hypothetical protein,5,5
FAM_P3383,1_345,hypothetical protein,6,6
SING_PLYB,1_3395,hypothetical protein,1,1
FAM_P3384,1_241,hypothetical protein,6,6
FAM_P3385,1_192,hypothetical protein,6,6
FAM_P3386,1_161,hypothetical protein,6,6
FAM_P3387,1_129,hypothetical protein,6,6
FAM_P3388,1_93,hypothetical protein,6,6
FAM_P3389,1_61,hypothetical protein,6,6
FAM_P3390,1_4318,hypothetical protein,6,6
SING_PM8Z,1_3779,hypothetical protein,1,1
FAM_P3391,1_4167,hypothetical protein,6,6
FAM_P3392,1_4136,hypothetical protein,6,6
FAM_P3393,1_4104,hypothetical protein,6,6
FAM_P3394,1_4040,hypothetical protein,6,6
FAM_P3395,1_4008,hypothetical protein,4,4
FAM_P3396,1_3976,hypothetical protein,6,6
FAM_P3397,1_3944,hypothetical protein,6,6
FAM_P3398,1_3912,hypothetical protein,6,6
FAM_P3399,1_3880,hypothetical protein,6,6
FAM_P3400,1_3848,hypothetical protein,6,6
FAM_P3401,1_3815,hypothetical protein,6,6
FAM_P3402,1_3783,hypothetical protein,6,6
FAM_P3403,1_3751,hypothetical protein,6,6
FAM_P3404,1_3719,hypothetical protein,6,6
FAM_P3405,1_3686,hypothetical protein,6,6
FAM_P3406,1_3655,hypothetical protein,3,3
SING_PMOZ,2_16,hypothetical protein,1,1
SING_PMQR,2_80,hypothetical protein,1,1
SING_PMRN,2_112,hypothetical protein,1,1
SING_PMTF,3_26,hypothetical protein,1,1
FAM_P3407,1_1317,hypothetical protein,4,4
FAM_P3408,2_233,hypothetical protein,2,2
FAM_P3409,2_169,hypothetical protein,2,2
SING_PN0J,3_282,hypothetical protein,1,1
FAM_P3410,1_68,hypothetical protein,4,4
FAM_P3411,1_100,hypothetical protein,6,6
FAM_P3412,1_167,hypothetical protein,6,6
FAM_P3413,1_199,hypothetical protein,6,6
FAM_P3414,1_369,hypothetical protein,6,6
FAM_P3415,1_430,hypothetical protein,6,6
FAM_P3416,1_466,hypothetical protein,6,6
FAM_P3417,1_498,hypothetical protein,6,6
FAM_P3418,1_1567,hypothetical protein,3,3
FAM_P3419,1_734,hypothetical protein,6,6
FAM_P3420,1_775,hypothetical protein,6,6
FAM_P3421,1_853,hypothetical protein,6,6
FAM_P3422,1_959,hypothetical protein,6,6
FAM_P3423,1_1022,hypothetical protein,6,6
FAM_P3424,1_1236,hypothetical protein,6,6
FAM_P3425,1_1384,hypothetical protein,6,6
FAM_P3426,1_1416,hypothetical protein,6,6
FAM_P3427,1_1448,hypothetical protein,6,6
FAM_P3428,1_1619,hypothetical protein,6,6
FAM_P3429,1_1444,hypothetical protein,6,6
FAM_P3430,1_1508,hypothetical protein,6,6
FAM_P3431,1_1572,hypothetical protein,6,6
FAM_P3432,1_1604,hypothetical protein,6,6
FAM_P3433,1_1636,hypothetical protein,6,6
FAM_P3434,1_1668,hypothetical protein,6,6
FAM_P3435,1_1700,hypothetical protein,6,6
FAM_P3436,1_1732,hypothetical protein,6,6
FAM_P3437,1_2116,hypothetical protein,6,6
FAM_P3438,1_2148,hypothetical protein,6,6
FAM_P3439,1_2180,hypothetical protein,6,6
FAM_P3440,1_2211,hypothetical protein,6,10
FAM_P3441,1_2276,hypothetical protein,6,6
FAM_P3442,1_2307,hypothetical protein,4,6
FAM_P3443,1_2340,hypothetical protein,6,8
FAM_P3444,1_2372,hypothetical protein,6,8
FAM_P3445,1_2404,hypothetical protein,6,6
FAM_P3446,1_2436,hypothetical protein,6,6
FAM_P3447,1_2692,hypothetical protein,3,3
FAM_P3448,1_2756,hypothetical protein,6,6
FAM_P3449,1_2788,hypothetical protein,6,6
FAM_P3450,1_2820,hypothetical protein,5,5
FAM_P3451,1_2852,hypothetical protein,6,6
FAM_P3452,1_2884,hypothetical protein,6,6
FAM_P3453,1_2948,hypothetical protein,6,6
FAM_P3454,1_3076,hypothetical protein,6,8
FAM_P3455,1_3108,hypothetical protein,6,6
FAM_P3456,1_3140,hypothetical protein,6,6
FAM_P3457,1_3300,hypothetical protein,4,4
FAM_P3458,1_3332,hypothetical protein,6,6
FAM_P3459,1_3364,hypothetical protein,6,6
FAM_P3460,1_3428,hypothetical protein,6,6
FAM_P3461,1_3460,hypothetical protein,6,6
FAM_P3462,1_3524,hypothetical protein,6,6
FAM_P3463,1_3588,hypothetical protein,6,7
FAM_P3464,1_3620,hypothetical protein,5,5
FAM_P3465,1_3684,hypothetical protein,6,6
FAM_P3466,1_3716,hypothetical protein,6,6
FAM_P3467,1_3748,hypothetical protein,6,6
FAM_P3468,1_3780,hypothetical protein,6,6
FAM_P3469,1_3812,hypothetical protein,6,6
FAM_P3470,1_3844,hypothetical protein,6,6
FAM_P3471,1_3876,hypothetical protein,6,6
FAM_P3472,1_3940,hypothetical protein,6,6
FAM_P3473,1_4004,hypothetical protein,4,5
FAM_P3474,1_4036,hypothetical protein,6,6
FAM_P3475,1_4068,hypothetical protein,6,6
SING_P3AC,1_4260,hypothetical protein,1,1
FAM_P3476,1_4292,hypothetical protein,6,6
FAM_P3477,1_5,hypothetical protein,6,6
FAM_P3478,1_37,hypothetical protein,6,6
FAM_P3479,1_261,hypothetical protein,6,6
FAM_P3480,1_325,hypothetical protein,6,6
FAM_P3481,1_357,hypothetical protein,6,6
FAM_P3482,1_389,hypothetical protein,5,5
FAM_P3483,1_421,hypothetical protein,6,6
FAM_P3484,1_71,hypothetical protein,3,3
FAM_P3485,1_231,hypothetical protein,3,3
FAM_P3486,1_263,hypothetical protein,6,6
FAM_P3487,1_327,hypothetical protein,4,4
FAM_P3488,1_359,hypothetical protein,3,3
FAM_P3489,1_391,hypothetical protein,5,5
FAM_P3490,1_423,hypothetical protein,6,6
FAM_P3491,1_487,hypothetical protein,6,6
FAM_P3492,1_551,hypothetical protein,6,6
FAM_P3493,1_583,hypothetical protein,6,7
FAM_P3494,1_1800,hypothetical protein,6,12
FAM_P3495,1_711,hypothetical protein,6,6
FAM_P3496,1_743,hypothetical protein,3,3
FAM_P3497,1_839,hypothetical protein,6,6
FAM_P3498,1_871,hypothetical protein,6,6
FAM_P3499,1_903,hypothetical protein,6,6
SING_P45I,1_1063,hypothetical protein,1,1
FAM_P3500,1_1223,hypothetical protein,6,6
FAM_P3501,1_1607,hypothetical protein,6,6
FAM_P3502,1_1767,hypothetical protein,6,6
FAM_P3503,1_1321,hypothetical protein,6,6
FAM_P3504,1_1927,hypothetical protein,2,6
FAM_P3505,1_1398,hypothetical protein,6,6
FAM_P3506,1_1432,hypothetical protein,5,5
FAM_P3507,1_1459,hypothetical protein,6,6
FAM_P3508,1_1489,hypothetical protein,5,5
FAM_P3509,1_1518,hypothetical protein,6,6
FAM_P3510,1_2567,hypothetical protein,2,2
FAM_P3511,1_1350,hypothetical protein,4,6
FAM_P3512,1_3047,hypothetical protein,3,3
FAM_P3513,1_2269,hypothetical protein,6,6
FAM_P3514,1_2301,hypothetical protein,6,6
FAM_P3515,1_2444,hypothetical protein,6,6
FAM_P3516,1_2476,hypothetical protein,6,6
FAM_P3517,1_3527,hypothetical protein,3,3
FAM_P3518,1_2749,hypothetical protein,6,6
FAM_P3519,1_2781,hypothetical protein,6,6
FAM_P3520,1_3655,hypothetical protein,3,3
FAM_P3521,1_2826,hypothetical protein,5,5
FAM_P3522,1_2859,hypothetical protein,6,6
FAM_P3523,1_3015,hypothetical protein,6,6
FAM_P3524,1_3239,hypothetical protein,6,6
FAM_P3525,1_3285,hypothetical protein,6,6
FAM_P3526,1_3324,hypothetical protein,6,6
FAM_P3527,1_3354,hypothetical protein,6,6
FAM_P3528,1_3383,hypothetical protein,6,6
FAM_P3529,1_3422,hypothetical protein,6,6
FAM_P3530,1_3476,hypothetical protein,6,6
FAM_P3531,1_3504,hypothetical protein,6,6
FAM_P3532,1_3543,hypothetical protein,6,6
FAM_P3533,1_3578,hypothetical protein,6,6
FAM_P3534,1_3615,hypothetical protein,6,6
FAM_P3535,1_3744,hypothetical protein,6,6
FAM_P3536,1_3776,hypothetical protein,6,6
FAM_P3537,1_3836,hypothetical protein,3,3
FAM_P3538,1_3862,hypothetical protein,6,6
FAM_P3539,1_3892,hypothetical protein,6,6
FAM_P3540,1_3925,hypothetical protein,6,6
FAM_P3541,1_3964,hypothetical protein,6,6
FAM_P3542,1_3996,hypothetical protein,6,6
FAM_P3543,1_4027,hypothetical protein,6,6
FAM_P3544,1_4059,hypothetical protein,6,6
FAM_P3545,1_4093,hypothetical protein,6,6
FAM_P3546,1_4124,hypothetical protein,6,6
FAM_P3547,1_4156,hypothetical protein,6,6
FAM_P3548,1_4244,hypothetical protein,6,6
FAM_P3549,1_4306,hypothetical protein,6,6
FAM_P3550,1_3584,hypothetical protein,6,6
FAM_P3551,1_3114,hypothetical protein,6,6
SING_P82U,1_763,hypothetical protein,1,1
FAM_P3552,1_2893,hypothetical protein,6,6
SING_P87A,1_923,hypothetical protein,1,1
FAM_P3553,1_2621,hypothetical protein,6,6
SING_P8DI,1_1147,hypothetical protein,1,1
SING_P8KM,1_1403,hypothetical protein,1,1
SING_P8LI,1_1435,hypothetical protein,1,1
FAM_P3554,1_2153,hypothetical protein,6,6
SING_P8VA,1_1787,hypothetical protein,1,1
SING_P8X2,1_1851,hypothetical protein,1,1
FAM_P3555,1_1727,hypothetical protein,6,6
FAM_P3556,1_1348,hypothetical protein,6,9
SING_P9K6,1_2683,hypothetical protein,1,1
SING_P9LY,1_2747,hypothetical protein,1,1
SING_P9QE,1_2907,hypothetical protein,1,1
SING_P9VQ,1_3099,hypothetical protein,1,1
SING_P9WM,1_3131,hypothetical protein,1,1
SING_PA12,1_3291,hypothetical protein,1,1
FAM_P3557,1_3547,hypothetical protein,4,4
SING_PABQ,1_3675,hypothetical protein,1,1
SING_PAH2,1_3867,hypothetical protein,1,1
SING_PAME,1_4059,hypothetical protein,1,1
SING_PANA,1_4091,hypothetical protein,1,1
SING_PATI,1_4315,hypothetical protein,1,1
SING_PAUE,1_4347,hypothetical protein,1,1
SING_PAXY,1_4475,hypothetical protein,1,1
SING_PAZQ,1_4539,hypothetical protein,1,1
FAM_P3558,2_15,hypothetical protein,2,2
SING_PB5Y,2_47,hypothetical protein,1,1
SING_PB6U,2_79,hypothetical protein,1,1
FAM_P3559,1_1496,hypothetical protein,6,6
FAM_P3560,1_1405,hypothetical protein,6,6
FAM_P3561,1_1355,hypothetical protein,6,6
FAM_P3562,1_1488,hypothetical protein,2,9
FAM_P3563,1_1586,hypothetical protein,6,6
FAM_P3564,1_1616,hypothetical protein,6,6
FAM_P3565,1_1648,hypothetical protein,6,6
FAM_P3566,1_1680,hypothetical protein,6,6
FAM_P3567,1_1713,hypothetical protein,6,6
FAM_P3568,1_1773,hypothetical protein,6,6
FAM_P3569,1_1834,hypothetical protein,6,6
FAM_P3570,1_1866,hypothetical protein,6,6
FAM_P3571,1_1900,hypothetical protein,6,6
FAM_P3572,1_1932,hypothetical protein,6,6
FAM_P3573,1_1081,hypothetical protein,3,6
FAM_P3574,1_2029,hypothetical protein,6,6
FAM_P3575,1_2065,hypothetical protein,6,6
FAM_P3576,1_2091,hypothetical protein,6,6
FAM_P3577,1_789,hypothetical protein,3,7
FAM_P3578,1_2110,hypothetical protein,6,6
FAM_P3579,1_2142,hypothetical protein,6,6
FAM_P3580,1_2175,hypothetical protein,6,6
FAM_P3581,1_2343,hypothetical protein,6,6
FAM_P3582,1_2377,hypothetical protein,6,6
FAM_P3583,1_2419,hypothetical protein,6,6
FAM_P3584,1_2451,hypothetical protein,5,5
FAM_P3585,1_2511,hypothetical protein,6,6
FAM_P3586,1_2542,hypothetical protein,6,6
FAM_P3587,1_2575,hypothetical protein,6,6
FAM_P3588,1_3438,hypothetical protein,2,2
FAM_P3589,1_3662,hypothetical protein,3,3
FAM_P3590,1_2833,hypothetical protein,5,5
FAM_P3591,1_2867,hypothetical protein,4,4
FAM_P3592,1_2990,hypothetical protein,6,6
FAM_P3593,1_3022,hypothetical protein,4,4
FAM_P3594,1_3054,hypothetical protein,6,6
FAM_P3595,1_3088,hypothetical protein,6,6
FAM_P3596,1_3120,hypothetical protein,6,6
FAM_P3597,1_3159,hypothetical protein,6,6
FAM_P3598,1_3191,hypothetical protein,6,6
FAM_P3599,1_3223,hypothetical protein,6,6
FAM_P3600,1_3340,hypothetical protein,6,6
FAM_P3601,1_4279,hypothetical protein,3,3
FAM_P3602,1_4311,hypothetical protein,4,4
FAM_P3603,1_3534,hypothetical protein,6,6
FAM_P3604,1_4444,hypothetical protein,4,4
FAM_P3605,1_1361,hypothetical protein,5,8
FAM_P3606,1_3671,hypothetical protein,6,6
FAM_P3607,1_3703,hypothetical protein,6,6
FAM_P3608,1_3735,hypothetical protein,6,6
FAM_P3609,1_3765,hypothetical protein,6,6
FAM_P3610,1_3826,hypothetical protein,6,6
FAM_P3611,1_3855,hypothetical protein,6,6
FAM_P3612,1_4253,hypothetical protein,6,6
FAM_P3613,1_4285,hypothetical protein,6,6
FAM_P3614,1_4317,hypothetical protein,6,6
FAM_P3615,1_31,hypothetical protein,6,6
FAM_P3616,1_123,hypothetical protein,6,6
FAM_P3617,1_223,hypothetical protein,4,4
FAM_P3618,1_255,hypothetical protein,6,6
FAM_P3619,1_351,hypothetical protein,6,6
FAM_P3620,1_415,hypothetical protein,6,6
FAM_P3621,1_447,hypothetical protein,6,6
FAM_P3622,1_479,hypothetical protein,6,6
FAM_P3623,1_511,hypothetical protein,6,6
FAM_P3624,1_543,hypothetical protein,6,6
FAM_P3625,1_575,hypothetical protein,5,5
FAM_P3626,1_606,hypothetical protein,6,6
FAM_P3627,1_638,hypothetical protein,6,6
FAM_P3628,1_670,hypothetical protein,5,5
FAM_P3629,1_702,hypothetical protein,6,6
FAM_P3630,1_766,hypothetical protein,6,6
FAM_P3631,1_862,hypothetical protein,6,6
FAM_P3632,1_894,hypothetical protein,6,6
FAM_P3633,1_990,hypothetical protein,6,6
FAM_P3634,1_1119,hypothetical protein,6,6
